path,labels
train\Voice54.wav,जसलाई वास्तविकताको बोध पाउन म बारम्बार हातले छोइरहन्छु र बीचबीचमा जसमा व्यथित हृदयले टाँस्टिन पुग्छु ।
train\Voice541.wav,मेरो देश मेरो लागि गौरव हो किनकि यहाँ बार्है महिना बग्ने खोला-नाला छन् भने शान्तिको चिन्ह गौतम बुद्धको जन्मस्थल हो।
train\Voice661.wav,सिङ्गो प्रकृति नै मेरो स्वागत गर्न तम्तयार त्यही बेला नै थियो।
train\Voice614.wav,अरू जाडाका रात्रिसरह नै त्यो रात्रि पनि थियो । जीवनको कार्यरतता एकदम थामिएर अडेको मानौं तमाम विश्व स्पन्दनहीन भएको छ ।
train\Voice152.wav,यो पनि त यहाँ अन्त्य नहुने गरी चारैतिर फैलिएको छ; र यसको आकृतिमा कनै पनि परिचयको सानो झल्को पनि पाइँदैन।
train\Voice879.wav,वन अध्यात्म कालदेखि नै शान्तिको पुजारी रहेको छ।
train\Voice51.wav,"राधा कस्ती सरल बालिका जस्ती थिई, उसको गोल-गोल अनुहारमा अझै बालिकाको स्निग्धता बाँकी नै थियो- तर आमा पनि हुन लागेकी थिई अब त्यो ।"
train\Voice583.wav,त्यस्तै नेपाली संस्कृति सबै नेपालको समुन्नति चाहने साझा भावना हो।
train\Voice695.wav,त्यसै कारणले यदि हामीले कडा नियम र कानुन बनायो भने हाम्रो समाज अगाडि बढ्न सक्छ र सगरमाथा झैँ उच्च नाम कमाउन सक्छ।
train\Voice667.wav,उसलाई पुलिसले केर्दा या न्याय गोष्ठीमा सोध्दा उसले एकनाससँग भनेको थियो- मैले फ्याँकेको हो बम ।
train\Voice47.wav,अस्ट्रेलियाले एक इरानी व्यवसाय र तीन जना इरानी नागरिकमाथि प्रतिबन्ध लगाएको जनाउँदै उनले कुरा रखे।
train\Voice600.wav,"आधुनिक युगमा पत्रपत्रिकाले खेल्ने भूमिका ज्यादै प्रभावकारी देखिन्छ, अहिले पत्रपत्रिका विना कुनै पनि क्षेत्रको विकास हुन् सम्भव छैन, ।"
train\Voice962.wav,"उनले काठमाण्डौ उपत्यका जस्तो समृद्ध शाली, वैभवशाली राज्यमाथि हमला गर्न तगाराका रूपमा देखिएको नुवाकोटमाथि पहिलो आक्रमण गरे।"
train\Voice714.wav,र बालाई जेठो छोरोमाथि बडो आशा थियो ।
train\Voice938.wav,"बजारमा ल्याइरहेका छन्, विज्ञापन वा प्रचार-प्रसार नभई कुनै पनि वस्तुले बजार पाउन सक्दैन, त्यसैले औद्योगिक उत्पादनहरूको प्रचार-प्रसार खुब गर्नुपर्छ, हाम्रो देशमा विभिन्न ।"
train\Voice693.wav,"सयभित्र तमाम जात जाति, भाषा भाषी र धर्मावलम्बीहरुका विचार र भावना मिलेका छन्।"
train\Voice36.wav,"देशको भौतिक अवस्थालाई विपन्नताबाट सम्पन्नतातर्फ, नराम्रो अवस्थाबाट राम्रो अवस्थातर्फ, यथास्थितिबाट उन्नतितर्फ लैजानुलाई देश विकास भनिन्छ।"
train\Voice906.wav,कार्तिक महिनाको शुल्क पक्षको दोस्रो दिन यो चाड पर्दछ।
train\Voice932.wav,मैले आजसम्मको दिनहरुमा कहिल्यै सुनेको छैन उपर्युक्त ठाउंमा पुरुष शब्द जोडीएको ।
train\Voice29.wav,उक्त महत्त्वलाई बुझ्दा बुझ्दै पनि बढ्दो जनसंख्याको कारणले दिन प्रतिदिन जंगलको विनाश भइरहेको पाइन्छ।
train\Voice63.wav,राधा लाजले भुतुक्क भएकी थिई ।
train\Voice573.wav,कतिपय त् यसलाई पेसाकै रूपमा पनि अँगालेको पाइन्छ।
train\Voice561.wav,इज्जत थुपार्छ यसले हामी सबैको ।
train\Voice543.wav,"बनारसको पसल यहाँ कहाँ ? मिश्ची, छोहोरा, नरिवलका टुक्रा, राता, हरिया र काला रङ्गका मोटा- मोटा चुराहरू मात्र थिए त्यसको पसलमा ।"
train\Voice81.wav,नारी हक र स्वतन्त्रता भन्ने बितिक्कै पुरुष जमात तिर फर्केर औंला उठाउने परम्परित प्रब्रित्तीबाट ग्रस्त नारीहरुको जमात पनि छ ।
train\Voice770.wav,गत वैशाखसम्म तीन वटा एसी रहेकोमा अहिले थप गरिएको हो ।
train\Voice745.wav,नेपालमा भएको जंगलको सदुपयोग गर्न सकेमा नेपाल धनी र नेपाली सुख हुन् सक्छन्।
train\Voice849.wav,बेलुका उसले राधालाई भन्यो- हिँड जाउँ नदीतिर घुम्न ।
train\Voice795.wav,"रूखहरू एक किनारामा- अमलतास, मौलश्री, शिरीप, काइयो.... फूलका रूखहरू-रुचिपूर्ण ढङ्गबाट लगाइएका छन्‌ ।"
train\Voice514.wav,पछिल्लो समय पालिकाले तोकआदेशमै दश जनालाई दैनिक ज्यालादारी कर्मचारीको रूपमा नियुक्त गरेको थियो।
train\Voice996.wav,युक्रेनको आरोप सुरुमा अस्वीकार गरेको भए पनि पछि इरानले रुस–युक्रेन युद्ध सुरु हुनुभन्दा कैयौं महिना अघि सीमित मात्रामा ड्रोनहरू पठाएको बताएको थियो ।
train\Voice659.wav,राधा ! तिमीले घरमा लेख्न-पढ्न सिकेको थियो कि थिएन ?
train\Voice122.wav,तत्त्व र देशबाहिरका अंग्रेज साम्राज्यवादी शक्तिसँग बुहारीसाथ लडेर नेपाल र नेपालीको अस्तित्व र अस्मितालाई जोगाए।
train\Voice581.wav,"मानिसले स्वतन्त्रता पाएमा जे पनि गर्न सक्छन्, मानिसले चाहेको हरेक कुरा स्वतन्त्रता पछि पाउन सक्छन्।"
train\Voice881.wav,साम्राज्यवादीहरूका विषालु पाइतालालाई पवित्र उपत्यकाको आँगनमा पर्नबाट जोगाए।
train\Voice790.wav,भोलिपल्ट त क समातिइहालेको थियो ।
train\Voice142.wav,एउटा सानो ढक्कीमा तीन किसिमका चुराहरूलाई अलग्ग डोरीले बाँधेर र अरू सामानहरूलाई एउटा नाङ्लोमा दुई-तीन थुप्रो पारेर राखेको थियो ।
train\Voice1015.wav,राधा कत्रो भरोसा लिएर आइरहेकी थिई त्यस साँझमा ।
train\Voice822.wav,त्यसैले देश विकासका लागि शिक्षित नारीको खाँचो छ ।
train\Voice555.wav,“असम्भव भन्ने कुरो मूर्खहरूका शब्दकोशमा मात्र हुन्छ” भन्ने नेपोलियनको भनाइ पृथ्वीनारायणको जीवनमा पनि चरितार्थ भयो।
train\Voice673.wav,आमा हाँस्थिन्‌ छोरीले कनी-कथी गरेर पढेको देख्दा र कहिले-कहिले त्यहीँनिर बसेर उसले पढेको कथा सुन्थिन्‌ ।
train\Voice120.wav,दाँती लागिसकेको थियो ।
train\Voice706.wav,यो भावना पारस्परिक ‘जिउँदको जन्ती र मार्दाको मलामी’ उखान सार्थक भएको छ।
train\Voice565.wav,उसले विदेशमा पनि कलेजमा पढ्ने विद्यार्थीहरूको एउटा संघ बनाएको थियो जहाँ नाना बिषयमा छलफल हुन्थे- प्रजातन्त्र; मार्क्सवाद; स्वतन्त्रता; समाज र व्यक्ति आदि विषयहरूमा ।
train\Voice73.wav,यसको स्वाद लीन सक्नु पनि जीवनको रमाइलो नै हो।
train\Voice1009.wav,"अर्को दिन जाउँला त्यता..."" चिलौनी धारबाट घर फर्किंदा मडरको पोखरी हेर्न गयौं ।"
train\Voice730.wav,"यो हाम्रो राष्ट्रको बिकासको अनुपम धरोहर हो, यसले देशको विकास गर्न सकिन्छ।"
train\Voice818.wav,मेरो घरमा त् झन् कसैलाई निन्द्रा पर्ने कुरै थिएन।
train\Voice525.wav,हामी नेपालीले आफ्नो ज्ञानले सबैलाई पवित्र बनाउनुपर्छ।
train\Voice547.wav,एक दिन उसले दुलहीलाई भन्यो साँझतिर- राधा !
train\Voice104.wav,तिब्र गतिमा बढिरहेको नसालु पदार्थलाई लागु पदार्थ भनिन्छ ।
train\Voice652.wav,"हेर हेर, कति दुब्लो भएको छ अङ्ग्रेजी पढ्दा ।"
train\Voice127.wav,भर विभिन्न कार्यक्रमहरूको आयोजन गरी देवकोटाको जन्म जयन्ती मनाउने गरिन्छ।
train\Voice553.wav,यस देशलाई सबैले आफ्नो साझा फूलबारी भनेका छन् र सबैले यसको हेरचाह पनि गरेकै छन्।
train\Voice599.wav,उहाँ बाल्यकालमा पढाईमा कमजोर थिए तर उहाँलाई गणित र विज्ञानमा रुची थियो।
train\Voice567.wav,जल-सम्पदाका हिसाबले मेरो देश विश्वकै ब्राजिलपछि दोस्रो जलधानी देश र एसिया महादेशमा पहिलो जलधनी देशका रुपमा चिनिन्छ।
train\Voice517.wav,थुनिएपछि उसले सुन्यो कि राधाले छोरो नै पाई ।
train\Voice801.wav,रुसलाई समर्थन गर्नेले त्यसको परिणाम बेहोर्नुपर्ने चेतावनी दिएको बीबीसीले उल्लेख गरेको छ ।
train\Voice169.wav,"सुरका पुकारहरूको सम्मिलित ध्वनि, त्यसैले हृदयको कानमा एउटा मीठो बर्षा गराइरहेको छ ।"
train\Voice964.wav,येनकेन प्रकारले चारैतिर उम्रेका छन्‌ अव्यवस्थित किसिमबाट; भूप्रान्त कुनै छैन जसमा यो हरियो जाला नफैलिएको होस्‌ ।
train\Voice546.wav,नेपाल गरिब मुलुक हो तर वनमा धनी छ।
train\Voice752.wav,संसारका धेरै मानिसहरू निरन्तर पर्वतारोहण गरीरहन्छन।
train\Voice766.wav,त्यसैले म मेरो देश नेपाललाई ज्यादै माया गर्दछु र आफू नेपाली भई जन्मेकामा गौरव गर्दछु।
train\Voice534.wav,अनि अङ्ग्रेजी पनि पढ्न थाली- ए. बी. सी. डी.!
train\Voice109.wav,"हाम्रो देशमा बिर गोर्खालीहरु जन्मेका हुन्, उनिहरुले शत्रुहरुलाई पराजित गरेर हाम्रो देशलाई जोगाएका हुन्।"
train\Voice76.wav,"नेपालका पहाड, भित्रि मधेस् तथा तराई क्षेत्र गरी सबै क्षेत्रतिर नेपाली भाषा बोलिन्छ।"
train\Voice557.wav,"सोह्र मध्ये पाँच वटा ल्वाइड कम्पनिको, एउटा एलजी तथा दश वटा पानासोनिक कम्पनिको छ ।"
train\Voice154.wav,"त्यसैले पत्रपत्रिकाहरू पढ्नु मानिसको राम्रो बानी हो र यस्तो बानीले यसलाई सधैँ फाइदा नै हुन्छ, पत्रपत्रिकाहरू सञ्चारका भरपर्दो साधन हुन् ।"
train\Voice147.wav,यहाँ रङ्गीबिरङ्गी चरा चुरुङ्गीहरूका मीठा गीत जस्तै धेरै किसिमका भाषा छन्।
train\Voice753.wav,त्यसै गरी विश्वका कुनाकुनामा शान्तिको संदेश छरी अमर बन्न पुगेका शान्तिका अग्रदुत गौतम बुद्ध पनि मेरै देशका बासिन्दा हुन्।
train\Voice829.wav,यसको महत्व बुझने मानिस नै अहिले अगाडि बढेका उदहारण सहित पाइन्छ।
train\Voice934.wav,अझै गाउहरुमा पुस्तकालयको धेरै नै कमी छ र अविकसित ठाउँ भनेको गाउँ नै हो।
train\Voice792.wav,नेपाल आमालाई पिर परेको बेला हामी अगाडि बढ्छौ र देशलाई संकटबाट मुक्त गर्छौ।
train\Voice116.wav,त्यसै गरी यस चाडमा खेलिने भैलो र देउसीलाई पैसा कमाउन मध्यम बनाउने दुष्प्रवृत्ति पनि बढ्दो छ।
train\Voice765.wav,पर्वतारोहणले कुनै पनि चुचुरोमा पुग्ने व्यक्तिले जीवनमा आइपर्ने जस्तोसुकै समस्यासँग लड्न।
train\Voice895.wav,हाम्रा पुर्खाहरू आफ्नो स्वाभिमानमा अडेका थिए।
train\Voice529.wav,हाम्रो देश नेपालमा दश प्रतिशत व्यापारीले पनि राम्ररी कर तिर्दैनन् र यसको परिणाम पनि हामीले नै भोग्ने गर्छौ।
train\Voice850.wav,"म जन्मदा घरका सबै जना खुसीले ढङ्ग हुनुहुन्थ्यो रे! उहाँहरुका लागि म  घरको जगमगाउँदा बत्ती थिए, कुलको धरोहर थिए।"
train\Voice532.wav,कति विश्वास र भरको ढुकुटी लिएर मेरा लागि बसिरहेका थिए ती उड्न लागेका राता-काला बुट्टाहरू ।
train\Voice56.wav,"भैंसवार ठिटो पछर्वारेया धारमा भैंसीलाई नुहाउन गएको थियो, हामी दुबैले दुईचोटि कोशीको धारलाई पार गर्यौं ।"
train\Voice85.wav,उहाँले यो आविष्कार गरेर आफ्नो नाम अहिले कमाइरहेका छन्।
train\Voice1002.wav,त्यसैले आज भोलि म घरीघरी आफ्नो बाल्यकालको मीठो सम्झना गरेर मन बहलाउने गर्दछु।
train\Voice793.wav,म आफूभन्दा ठूलालाई आदर गर्थे र उहाहरुलाई अह्राएको कम नअनकनाएका खुरुखुरु गरि दिन्थे ।
train\Voice139.wav,कलाकृतिहरुले पनि भरिएको मेरो देश विश्वमै एक अनौठो र आफ्नै प्रकारका विशेषता भएको रमाइलो देश बन्न पुगेको छ।
train\Voice983.wav,हामीहरू उभिया ठाउँनिर नदी यसो बाङ्गिएर पूर्वतिर लागेको छ्‌ ।
train\Voice82.wav,जेठो छोरोले त्यति अङ्ग्रेजी पढिहाल्यो; अब घर बसोस्‌ र खेती हेरोस्‌ ।
train\Voice140.wav,त्यहाँ आरामपूर्वक जीवन बिताउने र एक भव्य जीवनशैली बीच एक फरक छ।
train\Voice764.wav,"अनुशासनमा नरहने मानिस लगामविनाको घोडाजस्तै हुन्छ, उसले जीवनमा केही गर्न सक्तैन।"
train\Voice942.wav,बाल्यकालमा बिहे गराउने चलनलाई वाल विवाह भनिन्छ।
train\Voice656.wav,"नाककोरेको साग, कोशीले छाडेर गएको ठाउँमा जमेको पाँक र त्यहाँको दलदल जसमा फुलकाहीका बाब्‌साहेबहरूको हात्ती भास्सिएर मरेको।"
train\Voice564.wav,"यहाँको वायु पनि त्यस्तै निर्गन्ध, काशीको हावामा नाना किसिमका गन्ध लादिया हुन्थे, नाला-पनालाको गन्ध,"
train\Voice763.wav,यही बमकाण्डभन्दा केही दिन पहिलेको कुरा ।
train\Voice146.wav,अन्तर्कलहले गर्दा चर्किदैं र ढल्दै गरेको देखे; त्यसबाट संसारमा सूर्य नअस्ताउने देशका रूपमा उपनिवेश फैलाउँदै गरेको ।
train\Voice33.wav,"दूबो पनि छ, तर खोइ, त्यो कम्पनीको बगैंचाको संयम यिनीहरूमा ? खोइ, त्यो सुसंस्कृत, सुव्यवस्थित रचना यिनीहरूको ?"
train\Voice130.wav,सानो भाइ आफ्नो स्कुलमा राजनीतिका कुरा गर्दो हो र भन्दो हो- नेपालमा प्रजातन्त्र ल्याउनुपर्छ ।
train\Voice516.wav,रुसले इरानलाई दिने सैन्य सहयोग बढ्नेमा अमेरिका र बेलायत सहमत रहेका उनले बताए ।
train\Voice743.wav,स्नेह गरी उनीहरूको धुकधुकीको स्पर्श गरेर नेपाली राष्ट्रियताको मजबुत आधार खडा गरे।
train\Voice86.wav,सामाजिक समस्या मध्ये एक नराम्रो र बिस्तृत रुपमा चलिरहेको समस्या दाइजो प्रथा हुन्।
train\Voice917.wav,प्रारम्भिक रूपमा भने इरानले रुसलाई ड्रोन उपलब्ध गराएको अस्वीकार गरेको थियो ।
train\Voice738.wav,र घरको कुनामा या आँपको गाछीमुनि उ घोप्टो परेर सुतेर पढ्थी ।
train\Voice777.wav,"यहाँका यीनै विविधतामा समाजको जगमा नेपाली संस्कृति समाजको असल व्यवहार, मान्यता र भावना एउटै स्वरूप हो।"
train\Voice90.wav,मेरो यस्तो बानीबेहोराबाट घरका सबै जना प्रसन्न हुनुहुन्थ्यो।
train\Voice863.wav,हामीले पुस्तकालयमा विभिन्न किताबहरु पाउन सक्छौ।
train\Voice950.wav,छोराको राम्रो हेरविचार गर्नू !
train\Voice604.wav,"गरिब र असहायलाई हेप्ने, नोकर बनाउने सामन्तवादी सोचबाट मुक्त भएको छैन।"
train\Voice883.wav,कोशी नदीको पश्चिम किनारमा उभिएर त्यहाँको दृश्यलाई हेर्दा रमाइलो लाग्यो ।
train\Voice845.wav,"हामी तुलसी, वर, पीपल आदिलाई पूजा गर्छौं।"
train\Voice952.wav,खरिद गरिएको एसीको भुक्तानी बजार रेटभन्दा बढी गरिएको नगरपालिकाकै कर्मचारीहरू बताउँछन् ।
train\Voice171.wav,"काशीमा माटोलाई घेरेर राखेको छ, दुई-तीन पुष्पबाटिकाहरूमा र केही सौखिन नागरिकहरूको घरमा सजाइएर लाममा राखिएका गमलाहरूमा ।"
train\Voice43.wav,यो कारणले हामी प्रसन्न वा अन्यलाई प्रभाव पार्नको लागि जन्मिएको छैन र हामी कहिल्यै पनि गर्न सक्दैनौं।
train\Voice38.wav,"त्यस्ता वर्गहरूका लागि पनि योग्यता, क्षेमता, रुचि र दक्षता अनुसारका तालिम, रोजगार र कामको व्यवस्था गरी तिनको मनोबल बढाएमा तिनले पनि देश-विकासको होस्टेमा हैसे गर्न पुग्दछन् ।"
train\Voice945.wav,नेपाल चाडलाई “यमपञ्चक” र “दीपावली’ का रूपमा पनि चिनिन्छ।
train\Voice655.wav,त्यस कारणले हामीले सक्ने काम गरेर दशको अवस्थालाई अझ गतिलो बनाउनुपर्छ।
train\Voice118.wav,मेरो देशलाई मन्दिरै मन्दिरको देश पनि भनिन्छ।
train\Voice869.wav,त्यसरी राधासँग उसको प्रेम घनिष्ठतर हुँदै गएको थियो ।
train\Voice933.wav,किशोरको तन्द्रा भङ्ग भयो; सोच्यो- उनीहरू आए ।
train\Voice132.wav,"नीलो र स्वच्छ आकाश, खेतमा झुल्ने धन, घर-आँगनमा ढकमक्क फुलेको सयपत्री र मखमली फूल आदि सबैले तिहारको सौन्दर्यलाई बढाएको देखिन्छ।"
train\Voice117.wav,विशाल समुद्र पनि आफ्नो निश्चित सीमामा अडेको हुन्छ।
train\Voice681.wav,कोशी नदी पनि सोझै तर्छ र जो क्रोधमा आयो भने आँखा देख्दैन र जसदेखि ठूला-ठूला बाघ पनि डराउँछन्‌; इत्यादि इत्यादि ।
train\Voice831.wav,काशीको अन्नजलको हामीले घेरै सञ्चय गरेका रहेनछौं ।
train\Voice876.wav,रूपियाँ-पैसा अथवा सामान (नगद र जिन्सी) दाईजो हो भने दाईजो दिने प्रचलन दाईजो प्रथा हो।
train\Voice981.wav,"मेरो दाइ पनि ढुक्कुरको शिकारमा यता आउनुभएको रहेछ, अनि पो, मुनरिया बाँच्न पाई ।"
train\Voice53.wav,बैनी बडो उत्साही बालिका थिई ।
train\Voice624.wav,करार र दैनिक ज्यालादारीका कर्मचारीको भारका कारण आर्थिक ब्ययभार बेर्होनु परिरहेको पालिकाले इन्धनमा गरेको भुक्तानी अत्याधिक छ ।
train\Voice842.wav,देश भन्ने बित्तिकै हामी सबैको साझा घर हो र यो घरलाई सुरक्षित गर्नु र यसको विकास गर्नु हाम्रो कर्तव्य हो।
train\Voice715.wav,सर्वप्रथम नेपाली भाषाको व्याकरण लेख्ने विद्वान् एउटा विदेशी नै हुन्।
train\Voice44.wav,अनेकौँ मुहानबाट निस्केका पवित्र नदि जस्तै यहाँ अनेकौँ परम्परा र मान्यता छन्।
train\Voice535.wav,"प्रहरीसेवा र सेनामा त् अनुशासन नभई हुँदैन, तसैले यी क्षेत्रमा अनुशासनको कडाइक साथ पालना गरिन्छ, यी विभिन्न क्षेत्रमा अनुशासनको पालना नहुने हो ।"
train\Voice24.wav,यो हाम्रो स्वास्थकोलागि एकदमै खतरनाक बस्तु हो।
train\Voice710.wav,"त्यसै गरी विविध जाति, वेश र परम्परा उपज नेपाली संस्कृति हो।"
train\Voice524.wav,यसको गौरव हामी सबै गौरव हो।
train\Voice794.wav,बालुवामा गोडा राख्दा न्यानो अनुभव हुन्थ्यो र गोडा अलिक भासिन्थ्यो जसले कृतकती लागेको जस्तो हुन्थ्यो ।
train\Voice685.wav,नागरिकको कर्तव्य देशको हरेक परिस्थितिमा साथ दिनु र आफूले गर्न सक्ने मेहनत गर्नु पनि हो।
train\Voice605.wav,पढाइ सुरु गरेपछि मैले आफ्नो खेल्ने समयमा कटौती गरी त्यसलाई पढाइमै लगानी गरे।
train\Voice748.wav,अतः युवाहरूका आट र उत्साहको इन्धन प्राप्त गर्दा देशले विकास मार्गमा आएका जुनसुकै हाँक र बन्धनलाई सजिलै परास्त गर्न सक्छ।
train\Voice621.wav,उनले राष्ट्रियताको सुदृढ स्तम्भ उभ्याउँदै नेपाल आमाको छिया-छिया परेको मुहारलाई मुस्कान भरेका हुन् र उनको मलिन अनुहारमा खुसीको प्रकाश छरेका हुन्।
train\Voice844.wav,"निर्ममतासँग पृथ्वीलाई यसले आबद्‌ गरेको छ, त्यसमा गोडा राख्यो भने दुम्सीको काँडा उम्रेको जस्तो अङ्गअङ्गका तीक्ष्ण अङ्क्रले बर्बरताको सान्नानी : तीन परिचय दिन्छन्‌ ।"
train\Voice115.wav,पाकडको वायुको नजिकै मशान भएकोले मध्यराति र मध्यदिनमा यहाँ आउनु हुँदैन ।
train\Voice634.wav,त्यसैले विविधता बीच सय थरी बाजाबाट पैदा हुने एउटा मनोहर तालसँग पनि तुलना गरिन्छ।
train\Voice664.wav,उसको जीवन जोखिमपूर्ण पनि हुन्छ।
train\Voice921.wav,नेपाली अवस्थामा सुधार ल्याउने उद्देश्य लिई नेपाली राष्ट्रियताको बलियो जग बसालेका हुन्।
train\Voice68.wav,"मनिस सम्पत्ति,घरबंगलाका लागि आफ्नो छिमेकी,घरपरिवारलाई मार्ने गरेको समाचारमा सुनाउने गरेको छ।"
train\Voice101.wav,तिनीहरु सोच्छन् छोराले भविष्यमा सहायता गर्छन तर छोरीले बिहेमा मात्र खर्च गराउछन्।
train\Voice707.wav,"इरानका कारण युक्रेनमा मानिसहरूले ज्यान गुमाइरहेका छन्,’ उनले भने ।"
train\Voice971.wav,"पालिकामा चौँतिस मोटरसाइकल, स्कारपियो, कार, जेसिबी, वारुणयन्त्र एक/एक वटा तथा तीन वटा ट्रिपर र छ वटा ट्र्याक्टर छन् ।"
train\Voice52.wav,शरीर स्वस्थ भएपछि मानिसले धेरै काम गर्न सक्छ।
train\Voice783.wav,"जसरी सनही, झुर्मा, मादल, ढोलक आदिबाट कुनै मनोरम ताल निस्किन्छ, त्यसरी नै हामीबाट नेपाली संस्कृति जन्मन्छ।"
train\Voice808.wav,यसमध्ये पन्ध्र लाख अघिल्लो आर्थिक वर्षको बक्यौता हो भने बाँकी चालु आर्थिक वर्षको हो ।
train\Voice548.wav,अझै हाम्रो समाजमा हाम्रो राम्रो परम्परा र संस्कृतिलाई भुलेर पराइको संस्कृतिलाई आँखा चिम्लेर पचाउने केही छन्।
train\Voice741.wav,हामी सबैका चाडपर्व एक अर्कामा शुभ कामना व्यक्त गर्छौं।
train\Voice21.wav,आगामी दिनमा बलिस्टिक क्षेप्यास्त्रसहित थप अस्त्रहरू प्राप्त गर्नका लागि प्रयास गरिरहेको छौँ ।
train\Voice957.wav,हामीले बुझ्नैपर्छ कि खुशी केवल बाहिरका चीज भित्र र बाह्य चीजहरूमा मात्र पाउन सकिन्छ।
train\Voice812.wav,यसैले जहाँ धार्मिक-संस्कृतिक दृष्टिले यो लक्ष्मीपूजा हाम्रो समाजमा महत्त्वपूर्ण रहेको छ त्यहीँ यही दिन नै हाम्रो साहित्यिक महोत्सव पनि मनाउनुपर्ने दिन बन्ने पुगेको छ।
train\Voice988.wav,कहिलेकाहीँ त् मलाई फेरी बाल्यावस्थामै फर्कू कि जस्तो लागेर आउँछ।
train\Voice32.wav,तिहार हाम्रा चाडहरू मध्येको एक महत्त्वपूर्ण चाड हो।
train\Voice891.wav,तर बोल्न बडो गाह्रो मानेको जस्तो गर्थी ।
train\Voice613.wav,"फूलबारीमा सयपत्री, गुलाफ, कमल, कमल,बेली, चमेली, जाई,जुही आदि हुन्छन्।"
train\Voice635.wav,निरीह भएर दुब्लो निर्वर्ण अनुहारमा चम्किने केवल दुई चल्षुले यो देहातको विराट्‌ संसारलाई हेर्छ ।
train\Voice644.wav,"राजनीतिमा हिंसाको पूर्णत: त्याग असम्भव छ, त्यसो हुनाले प्रयत्न यसमा मात्रै गर्नुपर्छ कि हिंसा सीमित रहोस्‌ ।"
train\Voice682.wav,"हामी हाम्रो चाडपर्वमा काग, कुकुर, गाई, गोरु आदिलाई सम्मान गर्छौं।"
train\Voice955.wav,"बा भने आँसुलाई बलपूर्वक थाम्दै, नरिवलको हुक्कामा तमाखुमाथि तमाखु तानेर पिंढीमा एकहोरो टोलाएर बसिरहँदा होलान्‌ ।"
train\Voice712.wav,पुस्तकालयको देश निर्माण र विकासमा एक स्थान ओगटेको छ।
train\Voice663.wav,सबैले सबैको धर्मलाई सम्मान गर्छौं।
train\Voice84.wav,त्यही ज्ञानका कारणले तिनीहरुको मनमा मानसिकता जाग्ला र केही गर्न परिश्रमका साथ अगाडि बढ्छन्।
train\Voice956.wav,हाम्रो समाजमा धेरै समस्या हुने गर्छ ।
train\Voice726.wav,"भैरहेका छन्‌- ढुङ्गाका घर, ढुङ्गाका सडक, ढुङ्गाका घाटहरू, त्यहाँको जीवनको चारैतिरका दृढ स्थिर प्रस्तर आधार- ढुङ्गा.।"
train\Voice837.wav,मेरो देश मेरो लागि गौरव हो किनकि यहाँ बार्हौ महिना बग्ने खोला-नाला छन् भने शान्तिको चिहन् गौतम बुद्धको जन्मस्थल हो।
train\Voice637.wav,फेरि गाउँको कत्रो प्रशान्त नीरवता ।
train\Voice838.wav,त्यस कारणले सुरुमा हामी नागरिकले आफ्नो कर्तव्य पुरा गर्नुपर्छ तब मात्र देश विकास भएन भने हामी सरकारलाई दोष दिन सक्छौ र यसको विरुद्धमा जान सक्छौं।
train\Voice780.wav,आफूले सक्ने काम गर्न म झन्झट मान्दैनथे ।
train\Voice19.wav,यस प्रविधिको युगमा पुस्तकालय विद्या प्राप्त गर्नकालागि एक सजिलो मार्फत हो।
train\Voice691.wav,त्यो जोगीले हाम्रो गाउँको ठिक्क पश्चिम सडकभन्दा दक्खिनको एउटा सानो पोखरीको पूर्वी डिलमा चारवटा फुसका साना-साना चिट्ट परेका घर बनाएको थियो ।
train\Voice854.wav,"बाहिर, धेरै मानिसहरूको गोडाको आवाज खस्याकखुसुक सुन्यो, र कर्कश शब्दका साथ फलामे डन्डीमा सिक्री रगडिएको पनि ।"
train\Voice650.wav,"समय मिलाएर पत्रिका पढ्ने बानी बसाउनुपर्छ, दैनिक रूपमा गर्नुपर्ने कामलाई पन्छाएर खालि पत्रिका पढ्नु राम्रो होइन, ।"
train\Voice99.wav,"र उसले बैनीलाई भनेको थियो- बैनी, भाउजूलाई पनि आफूले पढेको सिका न ।"
train\Voice1010.wav,आँगनमा खेल्दा खेल्दै म गाउँका आफ्नै उमेरका साथीहरूसँग घुलमिल हुन थालेँ र मेरो क्रिडीस्थल फराकिलो हुँदै गयो।
train\Voice105.wav,यो भनाइ मत्स्य पुराणमा छ।
train\Voice606.wav,"घर फर्किदा- लुगामा धूलो, हिलो, कानमा कनेलको सेतो, पहेँलो फूल, हातमा झाडका पातला सिरकना र अमरबेलीको पहेँलो लहरा।"
train\Voice721.wav,यस खेलले दिने स्वाद बेग्लै र अनौठो हुन्छ।
train\Voice867.wav,देश विकासका कार्यमा प्रत्येक युवा-युवतीले आ-आफ्नो क्षेत्रबाट सक्दो योगदान पुर्याइरहेका हुन्छन्।
train\Voice887.wav,यस्ता चाडहरूलाई हामीले आपसी मेलमिलाप बढाउन गरी मनाउनुपर्छ र यस्ता चाडहरू मनाई हामीले आफ्नो जीवनलाई पनि अझ सुन्दर पार्दै जानुपर्छ।
train\Voice900.wav,ऋषि-मुनिहरू अध्यात्म शान्तिको लागि वन-जंगलमै गएर तपस्या गर्ने गरेको यथेष्ट प्रमाण धार्मिक ग्रन्थहरूमा पढ्न पाइन्छ।
