path,labels,phonemes
train\Voice597.wav,"जंगल जंगली जनावर, पक्षीहरूको आरक्षण पनि हो।",d͡ʒ ̃ g l   d͡ʒ ̃ g l iː   d͡ʒ n aː ʋ ɾ   p k  ʂ iː ɦ ɾ uː k oː   aː ɾ k  ʂ ɳ   p n i   ɦ oː
train\Voice862.wav,हुने बिरुवाको चिल्लो पात भने झैँ पृथ्वीनारायण शाह सानेदेखि होनहार र प्रतिभाशाली व्यक्ति थिए।,ɦ u n eː   b i ɾ u ʋ aː k oː   t͡ʃ i l  l oː   p aː t̪   bʱ n eː   d͡ʒʱ ai ̃   p t̪ʰ  ʋ iː n aː ɾ aː j ɳ   ʃ aː ɦ   s aː n eː d̪ eː kʰ i   ɦ oː n ɦ aː ɾ   ɾ   p  ɾ t̪ i bʱ aː ʃ aː l iː   ʋ  j k  t̪ i   t̪ʰ i eː
train\Voice136.wav,सत्र सय उनासी साल पौष सत्ताइस गतेका दिन गोर्खाको दरबारमा भएको हो।,s t̪  ɾ   s j   u n aː s iː   s aː l   p au ʂ   s t̪  t̪ aː i s   g t̪ eː k aː   d̪ i n   g oː ɾ  kʰ aː k oː   d̪ ɾ b aː ɾ m aː   bʱ eː k oː   ɦ oː
train\Voice657.wav,सामाजिक समस्या यसका ज्ञानले हटाउन सकिन्छ।,s aː m aː d͡ʒ i k   s m s  j aː   j s k aː   d͡ʒ  ɲ aː n l eː   ɦ ʈ aː u n   s k i n  t͡ʃʰ
train\Voice107.wav,अनन्तसम्म पर्खन पनि तयार हुनुपर्छ तर यत्रो द्रुतगतिमा बढिरहेको दुनियाँमा के हामी नेपालीले अनन्तसम्म पर्खिरहने !,ə n n  t̪ s m  m   p ɾ  kʰ n   p n i   t̪ j aː ɾ   ɦ u n u p ɾ  t͡ʃʰ   t̪ ɾ   j t̪  ɾ oː   d̪  ɾ u t̪ g t̪ i m aː   b ɖʱ i ɾ ɦ eː k oː   d̪ u n i j aː ̃ m aː   k eː   ɦ aː m iː   n eː p aː l iː l eː   ə n n  t̪ s m  m   p ɾ  kʰ i ɾ ɦ n eː  
train\Voice824.wav,तिनको सौन्दर्यले सबैको मन लोभित हुन्छ।,t̪ i n k oː   s au n  d̪ ɾ  j l eː   s b ai k oː   m n   l oː bʱ i t̪   ɦ u n  t͡ʃʰ
train\Voice772.wav,"खस सम्प्रदाय अन्तर्गतका ठकुरी शाह वंशका राजा पृथ्वीनारायण शाहले गोर्खा जस्तो पहाडी राज्यका राजा भएर उपत्यकाका नेवारहरूको हृदय बुझ्नु, किरातहरूको आँत जित्नु कम चानचुने कुरो थिएन।",kʰ s   s m  p  ɾ d̪ aː j   ə n  t̪ ɾ  g t̪ k aː   ʈʰ k u ɾ iː   ʃ aː ɦ   ʋ ̃ ʃ k aː   ɾ aː d͡ʒ aː   p t̪ʰ  ʋ iː n aː ɾ aː j ɳ   ʃ aː ɦ l eː   g oː ɾ  kʰ aː   d͡ʒ s  t̪ oː   p ɦ aː ɖ iː   ɾ aː d͡ʒ  j k aː   ɾ aː d͡ʒ aː   bʱ eː ɾ   u p t̪  j k aː k aː   n eː ʋ aː ɾ ɦ ɾ uː k oː   ɦ d̪ j   b u d͡ʒʱ  n u   k i ɾ aː t̪ ɦ ɾ uː k oː   aː ̃ t̪   d͡ʒ i t̪  n u   k m   t͡ʃ aː n t͡ʃ u n eː   k u ɾ oː   t̪ʰ i eː n
train\Voice649.wav,फेरि कमिश्नरले बडो कोमल स्वरमा अन्तिम बार सोधे- तिम्रो अन्तिम इच्छा के छ !; केही भन्नु छ?,pʰ eː ɾ i   k m i ʃ  n ɾ l eː   b ɖ oː   k oː m l   s  ʋ ɾ m aː   ə n  t̪ i m   b aː ɾ   s oː d̪ʱ eː   t̪ i m  ɾ oː   ə n  t̪ i m   i t͡ʃ  t͡ʃʰ aː   k eː   t͡ʃʰ     k eː ɦ iː   bʱ n  n u   t͡ʃʰ
train\Voice767.wav,"कहाँ बाहिर ? यहाँ बाहिर, भित्र भन्ने छुट्टिएका दुई तत्त्व छन्‌ र : यहाँ त सबै क्रा बाहिरै बाहिर छ- उदाङ्ग ।",k ɦ aː ̃   b aː ɦ i ɾ     j ɦ aː ̃   b aː ɦ i ɾ   bʱ i t̪  ɾ   bʱ n  n eː   t͡ʃʰ u ʈ  ʈ i eː k aː   d̪ u iː   t̪ t̪  t̪  ʋ   t͡ʃʰ n    ɾ     j ɦ aː ̃   t̪   s b ai   k  ɾ aː   b aː ɦ i ɾ ai   b aː ɦ i ɾ   t͡ʃʰ   u d̪ aː ŋ  g  
train\Voice12.wav,घरघरमा बत्ती निभेका छन्‌ ।,gʱ ɾ gʱ ɾ m aː   b t̪  t̪ iː   n i bʱ eː k aː   t͡ʃʰ n   
train\Voice18.wav,किशोरले कोठामा एकचोटि दृष्टिपात गर्‍यो ।,k i ʃ oː ɾ l eː   k oː ʈʰ aː m aː   eː k t͡ʃ oː ʈ i   d̪ ʂ  ʈ i p aː t̪   g ɾ  j oː  
train\Voice628.wav,"मन टुहरो हुन्छ, घबडाहटले आमाकहाँ टाँस्सन पुग्छ, त्यो भयभीत बालक ।",m n   ʈ u ɦ ɾ oː   ɦ u n  t͡ʃʰ   gʱ b ɖ aː ɦ ʈ l eː   aː m aː k ɦ aː ̃   ʈ aː ̃ s  s n   p u g  t͡ʃʰ   t̪  j oː   bʱ j bʱ iː t̪   b aː l k  
train\Voice589.wav,सो वैवाहिक सम्बन्धमा समस्या बल्झेपछि बनारसका राजपूत अभिमानसिंहकी छोरी नरेन्द्रलक्ष्मीसँग बिहे गरेका थिए।,s oː   ʋ ai ʋ aː ɦ i k   s m  b n  d̪ʱ m aː   s m s  j aː   b l  d͡ʒʱ eː p t͡ʃʰ i   b n aː ɾ s k aː   ɾ aː d͡ʒ p uː t̪   ə bʱ i m aː n s i ̃ ɦ k iː   t͡ʃʰ oː ɾ iː   n ɾ eː n  d̪  ɾ l k  ʂ  m iː s ̃ g   b i ɦ eː   g ɾ eː k aː   t̪ʰ i eː
train\Voice653.wav,न्वारनको नाउँ आमासँग सोध्न्‌ ।,n  ʋ aː ɾ n k oː   n aː u ̃   aː m aː s ̃ g   s oː d̪ʱ  n   
train\Voice998.wav,इरानले उपलब्ध गराएका ड्रोनहरूको प्रयोग गरेर रुसले युक्रेनी ऊर्जा केन्द्रमा आक्रमण गरेको छ।,i ɾ aː n l eː   u p l b  d̪ʱ   g ɾ aː eː k aː   ɖ  ɾ oː n ɦ ɾ uː k oː   p  ɾ j oː g   g ɾ eː ɾ   ɾ u s l eː   j u k  ɾ eː n iː   uː ɾ  d͡ʒ aː   k eː n  d̪  ɾ m aː   aː k  ɾ m ɳ   g ɾ eː k oː   t͡ʃʰ
train\Voice970.wav,बगैँचामा रङ्गीबिरङ्गी फूलहरू रहे झैँ यहाँ धेरै जात जाति छन्।,b g ai ̃ t͡ʃ aː m aː   ɾ ŋ  g iː b i ɾ ŋ  g iː   pʰ uː l ɦ ɾ uː   ɾ ɦ eː   d͡ʒʱ ai ̃   j ɦ aː ̃   d̪ʱ eː ɾ ai   d͡ʒ aː t̪   d͡ʒ aː t̪ i   t͡ʃʰ n 
train\Voice526.wav,आज यो आधुनिक युगमा मानिस आफ्नो स्वार्थ र कमाउनको लागि अरुलाई मार्ने काम गरछन् ।,aː d͡ʒ   j oː   aː d̪ʱ u n i k   j u g m aː   m aː n i s   aː pʰ  n oː   s  ʋ aː ɾ  t̪ʰ   ɾ   k m aː u n k oː   l aː g i   ə ɾ u l aː iː   m aː ɾ  n eː   k aː m   g ɾ t͡ʃʰ n   
train\Voice39.wav,हामी नेपाली विर गोर्खाली रगतले हार मान्दैनौ र गौतम बुद्धको शिक्षालाई चारै तर्फ बाढ्छौ।,ɦ aː m iː   n eː p aː l iː   ʋ i ɾ   g oː ɾ  kʰ aː l iː   ɾ g t̪ l eː   ɦ aː ɾ   m aː n  d̪ ai n au   ɾ   g au t̪ m   b u d̪  d̪ʱ k oː   ʃ i k  ʂ aː l aː iː   t͡ʃ aː ɾ ai   t̪ ɾ  pʰ   b aː ɖʱ  t͡ʃʰ au
train\Voice758.wav,"समाजमा बसेपछि एक-अर्काको कदर गर्ने, सामाजिक नीतिनियमको पालना गर्ने, दुख परेको बेलामा एकले अर्कालाई सक्दो सहयोग गर्ने अनि कसैप्रति भेदभाव ।",s m aː d͡ʒ m aː   b s eː p t͡ʃʰ i   eː k ə ɾ  k aː k oː   k d̪ ɾ   g ɾ  n eː   s aː m aː d͡ʒ i k   n iː t̪ i n i j m k oː   p aː l n aː   g ɾ  n eː   d̪ u kʰ   p ɾ eː k oː   b eː l aː m aː   eː k l eː   ə ɾ  k aː l aː iː   s k  d̪ oː   s ɦ j oː g   g ɾ  n eː   ə n i   k s ai p  ɾ t̪ i   bʱ eː d̪ bʱ aː ʋ  
train\Voice141.wav,यो बहुसङ्ख्यक नेपालीहरूले बोल्ने भाषा हो।,j oː   b ɦ u s ŋ  kʰ  j k   n eː p aː l iː ɦ ɾ uː l eː   b oː l  n eː   bʱ aː ʂ aː   ɦ oː
train\Voice662.wav,"यहाँको दूबोमा यो गाढा चिल्लो हरितिमा छैन, खसो, खैरो, शुष्क हरियोपन मात्र छ ।",j ɦ aː ̃ k oː   d̪ uː b oː m aː   j oː   g aː ɖʱ aː   t͡ʃ i l  l oː   ɦ ɾ i t̪ i m aː   t͡ʃʰ ai n   kʰ s oː   kʰ ai ɾ oː   ʃ u ʂ  k   ɦ ɾ i j oː p n   m aː t̪  ɾ   t͡ʃʰ  
train\Voice980.wav,यदि छोरी भयो भने पेटमै मर्ने गरेको खबर आउछन्।,j d̪ i   t͡ʃʰ oː ɾ iː   bʱ j oː   bʱ n eː   p eː ʈ m ai   m ɾ  n eː   g ɾ eː k oː   kʰ b ɾ   aː u t͡ʃʰ n 
train\Voice925.wav,यो समय हामीले पहिचान गर्नुपर्दछ कि हामी आफैंको लागि बाँच्न र अरूलाई प्रभाव पार्न नसक्नु पर्छ।,j oː   s m j   ɦ aː m iː l eː   p ɦ i t͡ʃ aː n   g ɾ  n u p ɾ  d̪ t͡ʃʰ   k i   ɦ aː m iː   aː pʰ ai ̃ k oː   l aː g i   b aː ̃ t͡ʃ  n   ɾ   ə ɾ uː l aː iː   p  ɾ bʱ aː ʋ   p aː ɾ  n   n s k  n u   p ɾ  t͡ʃʰ
train\Voice611.wav,युक्रेनविरुद्ध प्रयोग गर्न रुसलाई ड्रोनहरू आपूर्ति गरेको भन्दै अस्ट्रेलियाले एक व्यवसाय र तीनजना इरानी नागरिकलाई प्रतिबन्धको घोषणा गरेको छ ।,j u k  ɾ eː n ʋ i ɾ u d̪  d̪ʱ   p  ɾ j oː g   g ɾ  n   ɾ u s l aː iː   ɖ  ɾ oː n ɦ ɾ uː   aː p uː ɾ  t̪ i   g ɾ eː k oː   bʱ n  d̪ ai   ə s  ʈ  ɾ eː l i j aː l eː   eː k   ʋ  j ʋ s aː j   ɾ   t̪ iː n d͡ʒ n aː   i ɾ aː n iː   n aː g ɾ i k l aː iː   p  ɾ t̪ i b n  d̪ʱ k oː   gʱ oː ʂ ɳ aː   g ɾ eː k oː   t͡ʃʰ  
train\Voice626.wav,उसले भनेको थियो टाउको हल्लाएर- केही खान मन छैन ।,u s l eː   bʱ n eː k oː   t̪ʰ i j oː   ʈ aː u k oː   ɦ l  l aː eː ɾ   k eː ɦ iː   kʰ aː n   m n   t͡ʃʰ ai n  
train\Voice835.wav,नारी जति पछाडी यो समस्याले हो।,n aː ɾ iː   d͡ʒ t̪ i   p t͡ʃʰ aː ɖ iː   j oː   s m s  j aː l eː   ɦ oː
train\Voice674.wav,युगको आवश्यकता र नेपाली माटाको मागबमोजिम नेपाल आमाले जन्माएका त्यस्ता साहसिक वीरहरूमध्ये सर्वाधिक महत्त्वपूर्ण ऐतिहासिक महारथी हुन्-पृथ्वीनारायण शाह।,j u g k oː   aː ʋ ʃ  j k t̪ aː   ɾ   n eː p aː l iː   m aː ʈ aː k oː   m aː g b m oː d͡ʒ i m   n eː p aː l   aː m aː l eː   d͡ʒ n  m aː eː k aː   t̪  j s  t̪ aː   s aː ɦ s i k   ʋ iː ɾ ɦ ɾ uː m d̪ʱ  j eː   s ɾ  ʋ aː d̪ʱ i k   m ɦ t̪  t̪  ʋ p uː ɾ  ɳ   ai t̪ i ɦ aː s i k   m ɦ aː ɾ t̪ʰ iː   ɦ u n  p t̪ʰ  ʋ iː n aː ɾ aː j ɳ   ʃ aː ɦ
train\Voice897.wav,सृष्टिमा सबभन्दा असहाय प्राणी त्यो कशकाय पीतवबर्ण बालक हो जो एक्कासि शहरबाट चुडिएर कनै गाउँमा रोपिन आइपुग्छ ।,s ʂ  ʈ i m aː   s b bʱ n  d̪ aː   ə s ɦ aː j   p  ɾ aː ɳ iː   t̪  j oː   k ʃ k aː j   p iː t̪ ʋ b ɾ  ɳ   b aː l k   ɦ oː   d͡ʒ oː   eː k  k aː s i   ʃ ɦ ɾ b aː ʈ   t͡ʃ u ɖ i eː ɾ   k n ai   g aː u ̃ m aː   ɾ oː p i n   aː i p u g  t͡ʃʰ  
train\Voice963.wav,चेलीबेटी बेचबेखन भनेको महिलालाई बेच्ने काम हो।,t͡ʃ eː l iː b eː ʈ iː   b eː t͡ʃ b eː kʰ n   bʱ n eː k oː   m ɦ i l aː l aː iː   b eː t͡ʃ  n eː   k aː m   ɦ oː
train\Voice640.wav,युक्रेनी अधिकारीले पछिल्लो समय आफ्नो भूभागमा आक्रमण गर्न रुसले इरानमा निर्मित ड्रोनहरूको प्रयोग गरिरहेको बताउँदै आएको छ ।,j u k  ɾ eː n iː   ə d̪ʱ i k aː ɾ iː l eː   p t͡ʃʰ i l  l oː   s m j   aː pʰ  n oː   bʱ uː bʱ aː g m aː   aː k  ɾ m ɳ   g ɾ  n   ɾ u s l eː   i ɾ aː n m aː   n i ɾ  m i t̪   ɖ  ɾ oː n ɦ ɾ uː k oː   p  ɾ j oː g   g ɾ i ɾ ɦ eː k oː   b t̪ aː u ̃ d̪ ai   aː eː k oː   t͡ʃʰ  
train\Voice701.wav,मेरो देश पुर्व देखि लिएर पश्चिमसम्म स्वतन्त्र छ।,m eː ɾ oː   d̪ eː ʃ   p u ɾ  ʋ   d̪ eː kʰ i   l i eː ɾ   p ʃ  t͡ʃ i m s m  m   s  ʋ t̪ n  t̪  ɾ   t͡ʃʰ
train\Voice976.wav,"किशोरले फेरि आग्रह गरेको थियो- हो, नयाँ युगका अनुसार हामीले पनि हिंड्ने बानी गर्नुपर्छ राधा !",k i ʃ oː ɾ l eː   pʰ eː ɾ i   aː g  ɾ ɦ   g ɾ eː k oː   t̪ʰ i j oː   ɦ oː   n j aː ̃   j u g k aː   ə n u s aː ɾ   ɦ aː m iː l eː   p n i   ɦ i ̃ ɖ  n eː   b aː n iː   g ɾ  n u p ɾ  t͡ʃʰ   ɾ aː d̪ʱ aː  
train\Voice28.wav,त्यो दिन उहाँ दिशाको आविष्कार गरे र त्यसैले हामीले आज दिशा हेर्न सफल भएका छौ।,t̪  j oː   d̪ i n   u ɦ aː ̃   d̪ i ʃ aː k oː   aː ʋ i ʂ  k aː ɾ   g ɾ eː   ɾ   t̪  j s ai l eː   ɦ aː m iː l eː   aː d͡ʒ   d̪ i ʃ aː   ɦ eː ɾ  n   s pʰ l   bʱ eː k aː   t͡ʃʰ au
train\Voice757.wav,पर्वतारोहण एउटा साहसिक कार्य हो।,p ɾ  ʋ t̪ aː ɾ oː ɦ ɳ   eː u ʈ aː   s aː ɦ s i k   k aː ɾ  j   ɦ oː
train\Voice723.wav,बिदाका दिन म गाउँले साथीहरूसँग नजिकेको जंगलमा घुमफिर गर्ने जान्थे।,b i d̪ aː k aː   d̪ i n   m   g aː u ̃ l eː   s aː t̪ʰ iː ɦ ɾ uː s ̃ g   n d͡ʒ i k eː k oː   d͡ʒ ̃ g l m aː   gʱ u m pʰ i ɾ   g ɾ  n eː   d͡ʒ aː n  t̪ʰ eː
train\Voice538.wav,तर उ यति सानी थिई कि केके कुरा गर्ने उसँग ?,t̪ ɾ   u   j t̪ i   s aː n iː   t̪ʰ i iː   k i   k eː k eː   k u ɾ aː   g ɾ  n eː   u s ̃ g  
train\Voice847.wav,"फाल्तू समयमा मात्र पत्रिका पढेर समयको सदुपयोग गर्ने मानिस नै बुद्धिमानी ठहरिन्छ, आधुनिक युगमा व्यक्ति, समाज तथा राष्ट्रको उन्नति हुनका ।",pʰ aː l  t̪ uː   s m j m aː   m aː t̪  ɾ   p t̪  ɾ i k aː   p ɖʱ eː ɾ   s m j k oː   s d̪ u p j oː g   g ɾ  n eː   m aː n i s   n ai   b u d̪  d̪ʱ i m aː n iː   ʈʰ ɦ ɾ i n  t͡ʃʰ   aː d̪ʱ u n i k   j u g m aː   ʋ  j k  t̪ i   s m aː d͡ʒ   t̪ t̪ʰ aː   ɾ aː ʂ  ʈ  ɾ k oː   u n  n t̪ i   ɦ u n k aː  
train\Voice593.wav,"यदि प्रकृति अनुशासनमा रहेन भने मानवजीवनको अस्तित्व नै संकटमा पर्दछ, प्रकृतिमा पाइने यस्तो अनुशासन मानिसका लागि प्रेरणादायी बनेको छ।",j d̪ i   p  ɾ k t̪ i   ə n u ʃ aː s n m aː   ɾ ɦ eː n   bʱ n eː   m aː n ʋ d͡ʒ iː ʋ n k oː   ə s  t̪ i t̪  ʋ   n ai   s ̃ k ʈ m aː   p ɾ  d̪ t͡ʃʰ   p  ɾ k t̪ i m aː   p aː i n eː   j s  t̪ oː   ə n u ʃ aː s n   m aː n i s k aː   l aː g i   p  ɾ eː ɾ ɳ aː d̪ aː j iː   b n eː k oː   t͡ʃʰ
train\Voice631.wav,"रूखा, साना-साना जर्घ्व-केश चौंरी गाईको चमरजस्तो कडा र खस्रो थियो जसको टुप्पो सुकेको परालको जस्तो धृमिल पीतवर्णको थियो ।",ɾ uː kʰ aː   s aː n aː s aː n aː   d͡ʒ ɾ  gʱ  ʋ k eː ʃ   t͡ʃ au ̃ ɾ iː   g aː iː k oː   t͡ʃ m ɾ d͡ʒ s  t̪ oː   k ɖ aː   ɾ   kʰ s  ɾ oː   t̪ʰ i j oː   d͡ʒ s k oː   ʈ u p  p oː   s u k eː k oː   p ɾ aː l k oː   d͡ʒ s  t̪ oː   d̪ʱ m i l   p iː t̪ ʋ ɾ  ɳ k oː   t̪ʰ i j oː  
train\Voice696.wav,मनिष आफ्नो स्वार्थको लागि समस्याहरु उत्पन्न गर्छन ।,m n i ʂ   aː pʰ  n oː   s  ʋ aː ɾ  t̪ʰ k oː   l aː g i   s m s  j aː ɦ ɾ u   u t̪  p n  n   g ɾ  t͡ʃʰ n  
train\Voice9.wav,श्वेतभैरबी केवल बुट्टाका अस्पष्ट रेखाहरू मोटो खाँडीमा बाकी बचेका थिए तर त्यसमा कति आफ्नोपना ।,ʃ  ʋ eː t̪ bʱ ai ɾ b iː   k eː ʋ l   b u ʈ  ʈ aː k aː   ə s  p ʂ  ʈ   ɾ eː kʰ aː ɦ ɾ uː   m oː ʈ oː   kʰ aː ̃ ɖ iː m aː   b aː k iː   b t͡ʃ eː k aː   t̪ʰ i eː   t̪ ɾ   t̪  j s m aː   k t̪ i   aː pʰ  n oː p n aː  
train\Voice768.wav,"यिनमा देश-विदेशका राजनैतिक गतिविधि खेलकुद, आर्थिक गतिविधि, कृषि र उद्योग-व्यवसाय तथा व्यापार, धर्म संस्कृति, इतिहास आदि हरेक विषयलाई ।",j i n m aː   d̪ eː ʃ ʋ i d̪ eː ʃ k aː   ɾ aː d͡ʒ n ai t̪ i k   g t̪ i ʋ i d̪ʱ i   kʰ eː l k u d̪   aː ɾ  t̪ʰ i k   g t̪ i ʋ i d̪ʱ i   k ʂ i   ɾ   u d̪  j oː g ʋ  j ʋ s aː j   t̪ t̪ʰ aː   ʋ  j aː p aː ɾ   d̪ʱ ɾ  m   s ̃ s  k t̪ i   i t̪ i ɦ aː s   aː d̪ i   ɦ ɾ eː k   ʋ i ʂ j l aː iː  
train\Voice760.wav,"भरखर यसो उँघेको मात्र थियो क्यारे, तर घडी कति छिटै बितेको ।",bʱ ɾ kʰ ɾ   j s oː   u ̃ gʱ eː k oː   m aː t̪  ɾ   t̪ʰ i j oː   k  j aː ɾ eː   t̪ ɾ   gʱ ɖ iː   k t̪ i   t͡ʃʰ i ʈ ai   b i t̪ eː k oː  
train\Voice749.wav,यस्तो करा गाउँमा पहिले कहिल्यै पनि भएको थिएन ।,j s  t̪ oː   k ɾ aː   g aː u ̃ m aː   p ɦ i l eː   k ɦ i l  j ai   p n i   bʱ eː k oː   t̪ʰ i eː n  
train\Voice643.wav,पहाड चढ्दा व्यायाम पनि हुने भएकोले पर्वतारोहण गर्नेहरुको शरीर स्वस्थ अनि तन्दुरुस्त बन्न पुग्दछ।,p ɦ aː ɖ   t͡ʃ ɖʱ  d̪ aː   ʋ  j aː j aː m   p n i   ɦ u n eː   bʱ eː k oː l eː   p ɾ  ʋ t̪ aː ɾ oː ɦ ɳ   g ɾ  n eː ɦ ɾ u k oː   ʃ ɾ iː ɾ   s  ʋ s  t̪ʰ   ə n i   t̪ n  d̪ u ɾ u s  t̪   b n  n   p u g  d̪ t͡ʃʰ
train\Voice705.wav,मेरो जीवनमा यो गाँसिन आई ।,m eː ɾ oː   d͡ʒ iː ʋ n m aː   j oː   g aː ̃ s i n   aː iː  
train\Voice785.wav,"अनुशासनहीण विद्यार्थी उद्दण्डत, अराजकता, र विक्र्तिको बाटो तिर लाग्दछ,यस्ता विद्यार्थी भविष्यमा निकै पछुताउनुपर्दछ।",ə n u ʃ aː s n ɦ iː ɳ   ʋ i d̪  j aː ɾ  t̪ʰ iː   u d̪  d̪ ɳ  ɖ t̪   ə ɾ aː d͡ʒ k t̪ aː   ɾ   ʋ i k  ɾ  t̪ i k oː   b aː ʈ oː   t̪ i ɾ   l aː g  d̪ t͡ʃʰ j s  t̪ aː   ʋ i d̪  j aː ɾ  t̪ʰ iː   bʱ ʋ i ʂ  j m aː   n i k ai   p t͡ʃʰ u t̪ aː u n u p ɾ  d̪ t͡ʃʰ
train\Voice877.wav,आजको युगमा यस्को धेरै नै महत्व दिइने गर्छन।,aː d͡ʒ k oː   j u g m aː   j s  k oː   d̪ʱ eː ɾ ai   n ai   m ɦ t̪  ʋ   d̪ i i n eː   g ɾ  t͡ʃʰ n
train\Voice865.wav,वनबाट हामी नेपालीलाई थुप्रे फाइदाहरू छन्।,ʋ n b aː ʈ   ɦ aː m iː   n eː p aː l iː l aː iː   t̪ʰ u p  ɾ eː   pʰ aː i d̪ aː ɦ ɾ uː   t͡ʃʰ n 
train\Voice608.wav,म जंगलबाट यी फलफूलहरू घरमा ल्याउथे अनि भोलिपल्ट बिद्यालय लिएर जान्थे र आफ्ना साथीहरूलाई दिन्थे।,m   d͡ʒ ̃ g l b aː ʈ   j iː   pʰ l pʰ uː l ɦ ɾ uː   gʱ ɾ m aː   l  j aː u t̪ʰ eː   ə n i   bʱ oː l i p l  ʈ   b i d̪  j aː l j   l i eː ɾ   d͡ʒ aː n  t̪ʰ eː   ɾ   aː pʰ  n aː   s aː t̪ʰ iː ɦ ɾ uː l aː iː   d̪ i n  t̪ʰ eː
train\Voice899.wav,आमा त केही नबुझेर अन्ध-वात्सल्यमा आँसु बगाइरहँदी होलिन्‌ ।,aː m aː   t̪   k eː ɦ iː   n b u d͡ʒʱ eː ɾ   ə n  d̪ʱ ʋ aː t̪  s l  j m aː   aː ̃ s u   b g aː i ɾ ɦ ̃ d̪ iː   ɦ oː l i n   
train\Voice807.wav,साँझदेखि नै सबै दिन केटीहरू घरघर गइ भैलो खेल्ने गर्दछन।,s aː ̃ d͡ʒʱ d̪ eː kʰ i   n ai   s b ai   d̪ i n   k eː ʈ iː ɦ ɾ uː   gʱ ɾ gʱ ɾ   g i   bʱ ai l oː   kʰ eː l  n eː   g ɾ  d̪ t͡ʃʰ n
train\Voice796.wav,सहज रुपमा भन्नुपर्दा नेपाली भनेको नेपालमा बस्ने नागरिक हो ।,s ɦ d͡ʒ   ɾ u p m aː   bʱ n  n u p ɾ  d̪ aː   n eː p aː l iː   bʱ n eː k oː   n eː p aː l m aː   b s  n eː   n aː g ɾ i k   ɦ oː  
train\Voice46.wav,कसैले कारखानामा बेच्छन् त कसैले होटेलमा बेचिदिन्छन् ।,k s ai l eː   k aː ɾ kʰ aː n aː m aː   b eː t͡ʃ  t͡ʃʰ n    t̪   k s ai l eː   ɦ oː ʈ eː l m aː   b eː t͡ʃ i d̪ i n  t͡ʃʰ n   
train\Voice774.wav,अहिले पनि मृत्युका लागिको यो बृहत्‌ आयोजन समाप्त भैसकेको छैन- बाँकी रहेको कागजमा अफिसरहरूको दस्तखत पर्दै होला।,ə ɦ i l eː   p n i   m t̪  j u k aː   l aː g i k oː   j oː   b ɦ t̪    aː j oː d͡ʒ n   s m aː p  t̪   bʱ ai s k eː k oː   t͡ʃʰ ai n   b aː ̃ k iː   ɾ ɦ eː k oː   k aː g d͡ʒ m aː   ə pʰ i s ɾ ɦ ɾ uː k oː   d̪ s  t̪ kʰ t̪   p ɾ  d̪ ai   ɦ oː l aː
train\Voice871.wav,यस अमेरमा स्वास्थको बारेमा थाहा हुँदैन र धेरै रोगका सिकार हुन सक्छ।,j s   ə m eː ɾ m aː   s  ʋ aː s  t̪ʰ k oː   b aː ɾ eː m aː   t̪ʰ aː ɦ aː   ɦ u ̃ d̪ ai n   ɾ   d̪ʱ eː ɾ ai   ɾ oː g k aː   s i k aː ɾ   ɦ u n   s k  t͡ʃʰ
train\Voice771.wav,मीठो-मीठो खानेकुरो खान दिई आ आफ्ना दाजुभाइको दीर्घायु र निरोगिताको कामना गर्दछ।,m iː ʈʰ oː m iː ʈʰ oː   kʰ aː n eː k u ɾ oː   kʰ aː n   d̪ i iː   aː   aː pʰ  n aː   d̪ aː d͡ʒ u bʱ aː i k oː   d̪ iː ɾ  gʱ aː j u   ɾ   n i ɾ oː g i t̪ aː k oː   k aː m n aː   g ɾ  d̪ t͡ʃʰ
train\Voice54.wav,जसलाई वास्तविकताको बोध पाउन म बारम्बार हातले छोइरहन्छु र बीचबीचमा जसमा व्यथित हृदयले टाँस्टिन पुग्छु ।,d͡ʒ s l aː iː   ʋ aː s  t̪ ʋ i k t̪ aː k oː   b oː d̪ʱ   p aː u n   m   b aː ɾ m  b aː ɾ   ɦ aː t̪ l eː   t͡ʃʰ oː i ɾ ɦ n  t͡ʃʰ u   ɾ   b iː t͡ʃ b iː t͡ʃ m aː   d͡ʒ s m aː   ʋ  j t̪ʰ i t̪   ɦ d̪ j l eː   ʈ aː ̃ s  ʈ i n   p u g  t͡ʃʰ u  
train\Voice541.wav,मेरो देश मेरो लागि गौरव हो किनकि यहाँ बार्है महिना बग्ने खोला-नाला छन् भने शान्तिको चिन्ह गौतम बुद्धको जन्मस्थल हो।,m eː ɾ oː   d̪ eː ʃ   m eː ɾ oː   l aː g i   g au ɾ ʋ   ɦ oː   k i n k i   j ɦ aː ̃   b aː ɾ  ɦ ai   m ɦ i n aː   b g  n eː   kʰ oː l aː n aː l aː   t͡ʃʰ n    bʱ n eː   ʃ aː n  t̪ i k oː   t͡ʃ i n  ɦ   g au t̪ m   b u d̪  d̪ʱ k oː   d͡ʒ n  m s  t̪ʰ l   ɦ oː
train\Voice661.wav,सिङ्गो प्रकृति नै मेरो स्वागत गर्न तम्तयार त्यही बेला नै थियो।,s i ŋ  g oː   p  ɾ k t̪ i   n ai   m eː ɾ oː   s  ʋ aː g t̪   g ɾ  n   t̪ m  t̪ j aː ɾ   t̪  j ɦ iː   b eː l aː   n ai   t̪ʰ i j oː
